Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2023Q4,THE POIZ RESIDENCES,13,6.06,6.59,7.33
2023Q4,THE QUARTZ,19,3.62,3.94,4.13
2023Q4,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,4,5.57,5.81,6.06
2023Q4,THE RISE @ OXLEY - RESIDENCES,9,6.66,6.97,7.78
2023Q4,THE RIVERINE BY THE PARK,12,4.62,4.75,5.1
2023Q4,THE ROCHESTER RESIDENCES,5,4.76,4.99,5.34
2023Q4,THE SAIL @ MARINA BAY,1,6.39,6.95,7.43
2023Q4,THE SANTORINI,18,4.91,5.12,5.31
2023Q4,THE SCALA,19,5.06,5.23,6.39
2023Q4,THE SCOTTS TOWER,9,6.52,7.17,7.77
2023Q4,THE SEA VIEW,15,4.96,5.34,5.76
2023Q4,THE SEAFRONT ON MEYER,15,4.07,4.49,4.6
2023Q4,THE SEAWIND,15,5.13,5.29,5.54
2023Q4,THE SHELFORD,11,4.79,5.18,5.38
2023Q4,THE SHORE RESIDENCES,15,5.73,6.22,6.6
2023Q4,THE SKYWOODS,23,4.65,5.07,5.27
2023Q4,THE SPRINGBLOOM,19,3.29,3.58,3.94
2023Q4,THE STERLING,21,4.16,4.32,4.36
2023Q4,THE SUITES AT CENTRAL,9,5.56,5.99,6.57
2023Q4,THE SUMMIT,16,3.22,3.44,3.52
2023Q4,THE SUNNY SPRING,14,3.3,3.82,4.44
2023Q4,THE TAPESTRY,18,5.81,6.02,6.33
2023Q4,THE TEMBUSU,19,4.45,5.04,5.95
2023Q4,THE TENNERY,23,4.53,4.89,5.05
2023Q4,THE TESSARINA,10,4.0,4.49,4.71
2023Q4,THE TRE VER,13,6.14,6.5,6.88
2023Q4,THE TRILINQ,5,5.65,5.99,6.18
2023Q4,THE TRILLIUM,9,5.64,5.84,6.13
2023Q4,THE TRIZON,10,4.48,4.71,4.79
2023Q4,THE VERANDAH RESIDENCES,5,5.72,6.75,7.05
2023Q4,THE VERMONT ON CAIRNHILL,9,5.65,5.89,6.12
2023Q4,THE WARREN,23,3.2,3.4,3.55
2023Q4,THE WATERINA,14,3.92,4.22,4.47
2023Q4,THE WATERSIDE,15,3.61,3.86,4.16
2023Q4,THE WHARF RESIDENCE,9,5.91,6.16,6.61
2023Q4,THE WOODLEIGH RESIDENCES,13,6.58,6.76,7.03
2023Q4,THOMSON 800,11,3.49,3.73,3.84
2023Q4,THOMSON EURO-ASIA,11,4.81,4.87,5.21
2023Q4,THOMSON GRAND,20,3.95,4.17,4.35
2023Q4,THOMSON IMPRESSIONS,20,5.12,6.48,6.7
2023Q4,THOMSON THREE,20,5.46,5.46,5.88
2023Q4,TIARA,9,4.8,5.15,5.65
2023Q4,TIONG BAHRU ESTATE,3,4.58,5.28,5.76
2023Q4,TRE RESIDENCES,14,5.64,6.02,7.15
2023Q4,TREASURE AT TAMPINES,18,5.31,5.73,6.08
2023Q4,TRELLIS TOWERS,12,3.67,4.04,5.41
2023Q4,TRESALVEO,20,3.86,4.29,4.5
2023Q4,TREVISTA,12,4.76,5.07,5.28
2023Q4,TRIBECA,9,5.66,5.81,6.45
2023Q4,TRILIGHT,11,4.73,5.0,5.66
2023Q4,TROPIKA EAST,14,4.39,5.67,6.23
2023Q4,TWIN REGENCY,3,5.44,5.51,5.65
2023Q4,TWIN VEW,5,5.6,5.89,6.15
2023Q4,TYRWHITT 139,8,5.84,6.35,7.26
2023Q4,UE SQUARE,9,4.37,4.8,5.24
2023Q4,UPTOWN @ FARRER,8,6.49,7.15,7.43
2023Q4,URBAN SUITES,9,6.19,6.68,6.94
2023Q4,URBAN TREASURES,14,5.51,5.79,6.0
2023Q4,URBAN VISTA,16,4.81,5.41,5.85
2023Q4,V ON SHENTON,1,6.18,6.95,7.96
2023Q4,VACANZA @ EAST,14,4.34,4.46,4.75
2023Q4,VALLEY PARK,10,4.47,4.7,4.94
2023Q4,VARSITY PARK CONDOMINIUM,5,4.28,4.59,4.88
2023Q4,VIDA,9,6.26,6.83,7.31
2023Q4,VILLA MARINA,15,3.54,3.77,3.97
2023Q4,VISIONCREST,9,5.81,6.05,6.24
2023Q4,VISTA RESIDENCES,12,4.65,4.82,5.15
2023Q4,VIVA,11,5.66,6.19,6.82
2023Q4,VIVA VISTA,5,7.66,7.9,8.49
2023Q4,VIVACE,9,7.18,7.58,8.12
2023Q4,VIZ AT HOLLAND,10,4.92,5.38,5.69
2023Q4,VUE 8 RESIDENCE,18,4.09,4.46,4.77
2023Q4,WATER PLACE,15,4.44,4.62,5.0
2023Q4,WATERBANK AT DAKOTA,14,5.21,5.49,5.98
2023Q4,WATERFORD RESIDENCE,9,5.3,5.58,5.92
2023Q4,WATERFRONT GOLD,16,4.35,4.59,4.88
2023Q4,WATERFRONT ISLE,16,4.22,4.49,4.75
2023Q4,WATERMARK ROBERTSON QUAY,9,5.66,5.91,6.2
2023Q4,WATERSCAPE AT CAVENAGH,9,4.61,4.9,5.18
2023Q4,WATERTOWN,19,4.98,5.47,5.88
2023Q4,WEST BAY CONDOMINIUM,5,3.83,3.92,4.2
2023Q4,WESTCOVE CONDOMINIUM,5,3.55,3.75,4.09
2023Q4,WHISTLER GRAND,5,6.73,7.16,7.93
2023Q4,WING FONG MANSIONS/WING FONG COURT,14,3.42,3.51,4.09
2023Q4,WOODHAVEN,25,4.07,4.43,4.77
2023Q4,YONG AN PARK,9,4.1,4.29,4.7
2023Q4,ZENITH,10,6.26,6.73,6.92
2023Q3,# 1 SUITES,14,5.65,6.02,6.48
2023Q3,120 GRANGE,10,8.28,8.5,8.72
2023Q3,18 WOODSVILLE,13,4.7,5.46,6.06
2023Q3,1953,8,6.03,6.27,6.81
2023Q3,26 NEWTON,11,6.89,7.18,7.44
2023Q3,368 THOMSON,11,4.52,5.13,5.25
2023Q3,38 I SUITES,15,4.92,5.52,5.79
2023Q3,6 DERBYSHIRE,11,6.03,6.52,7.02
2023Q3,76 SHENTON,2,6.3,6.82,7.55
2023Q3,8 @ MOUNT SOPHIA,9,4.82,5.17,5.45
2023Q3,8 BASSEIN,11,5.71,6.75,7.19
2023Q3,8 SAINT THOMAS,9,6.91,7.23,7.8
2023Q3,8@WOODLEIGH,13,4.91,5.16,5.37
2023Q3,A TREASURE TROVE,19,4.0,4.32,4.76
2023Q3,AALTO,15,4.7,5.21,5.74
2023Q3,ADAM PARK CONDOMINIUM,11,3.79,3.95,4.14
2023Q3,ADRIA,11,5.47,5.87,6.3
2023Q3,AFFINITY AT SERANGOON,19,5.46,5.77,6.12
2023Q3,ALESSANDREA,3,4.52,4.65,5.01
2023Q3,ALEX RESIDENCES,3,6.88,7.51,7.83
2023Q3,ALEXIS,3,5.47,7.02,8.2
2023Q3,ALTEZ,2,7.07,7.63,8.2
2023Q3,AMARANDA GARDENS,19,4.13,4.13,4.6
2023Q3,AMARYLLIS VILLE,11,5.38,5.64,5.86
2023Q3,AMBER 45,15,6.85,7.15,7.53
2023Q3,AMBERGLADES,15,4.23,4.33,4.51
2023Q3,AQUARIUS BY THE PARK,16,3.22,3.4,4.01
2023Q3,ARCHIPELAGO,16,4.09,4.62,4.9
2023Q3,ARDMORE II,10,7.23,7.66,7.98
2023Q3,ARDMORE PARK,10,6.76,6.93,7.63
2023Q3,ARENA RESIDENCES,14,6.72,6.94,6.97
2023Q3,ARTRA,3,6.68,7.18,8.01
2023Q3,ASCENTIA SKY,3,5.49,6.23,6.38
2023Q3,ASPEN HEIGHTS,9,4.55,4.96,5.37
2023Q3,ASTORIA PARK,14,3.92,4.18,4.46
2023Q3,ASTRID MEADOWS,10,4.55,4.74,5.09
2023Q3,ATRIUM RESIDENCES,14,3.97,4.2,4.46
2023Q3,AVANT RESIDENCES,14,5.99,6.3,6.48
2023Q3,AVENUE SOUTH RESIDENCE,3,6.4,6.74,7.02
2023Q3,AVILA GARDENS,17,2.97,3.46,4.15
2023Q3,AVON PARK,13,3.22,3.85,4.33
2023Q3,AZALEA PARK CONDOMINIUM,17,2.96,3.17,3.63
2023Q3,BALLOTA PARK CONDOMINIUM,17,2.82,3.05,3.23
2023Q3,BANYAN CONDOMINIUM,5,2.89,3.14,3.23
2023Q3,BARTLEY RESIDENCES,19,4.46,5.05,6.7
2023Q3,BARTLEY RIDGE,13,4.77,5.26,5.88
2023Q3,BAYSHORE PARK,16,3.27,3.74,4.16
2023Q3,BEACON HEIGHTS,12,4.25,4.46,4.76
2023Q3,BEDOK RESIDENCES,16,5.18,5.69,6.54
2023Q3,BELLE VUE RESIDENCES,9,5.45,5.75,6.16
2023Q3,BIJOU,5,5.36,6.11,6.45
2023Q3,BISHAN 8,20,3.96,4.21,4.39
2023Q3,BLISS@KOVAN,19,4.23,4.52,4.86
2023Q3,BLOSSOMS @ WOODLEIGH,13,4.12,4.6,4.81
2023Q3,BLUE HORIZON,5,4.53,4.86,5.25
2023Q3,BOTANIC GARDENS MANSION,10,3.79,4.08,4.34
2023Q3,BOTANIQUE AT BARTLEY,19,5.35,5.87,6.36
2023Q3,BOTANNIA,5,4.27,4.71,4.95
2023Q3,BUKIT REGENCY,21,2.86,3.29,3.45
2023Q3,BULLION PARK,26,3.07,3.39,3.72
2023Q3,BURLINGTON SQUARE,7,5.13,5.73,6.03
2023Q3,CAIRNHILL CREST,9,5.19,5.48,5.71
2023Q3,CAIRNHILL NINE,9,7.9,8.08,8.53
2023Q3,CAIRNHILL PLAZA,9,3.36,3.41,3.63
2023Q3,CAIRNHILL RESIDENCES,9,5.98,6.08,6.54
2023Q3,CAPE ROYALE,4,4.98,5.57,6.57
2023Q3,CARABELLE,5,4.01,4.45,4.76
2023Q3,CARDIFF RESIDENCE,19,6.13,6.72,6.92
2023Q3,CARIBBEAN AT KEPPEL BAY,4,5.51,6.04,6.28
2023Q3,CARISSA PARK CONDOMINIUM,17,3.01,3.12,3.58
2023Q3,CASA AERATA,14,5.64,5.91,6.19
2023Q3,CASA CAMBIO,19,5.64,6.34,6.57
2023Q3,CASA FORTUNA,12,4.68,5.93,6.13
2023Q3,CASA MERAH,16,4.06,4.21,4.41
2023Q3,CASABLANCA,25,3.57,3.79,4.12
2023Q3,CASHEW HEIGHTS CONDOMINIUM,23,2.78,3.02,3.14
2023Q3,CASPIAN,22,4.19,4.54,4.81
2023Q3,CASTLE GREEN,26,3.3,3.62,3.74
2023Q3,CAVENAGH GARDENS,9,3.23,3.44,4.13
2023Q3,CAVENDISH PARK,21,3.8,4.07,4.26
2023Q3,CENTENNIA SUITES,9,5.37,5.84,6.27
2023Q3,CENTRA RESIDENCE,14,5.64,6.74,6.96
2023Q3,CENTRAL GREEN CONDOMINIUM,3,4.32,4.73,5.08
2023Q3,CENTRAL GROVE,14,3.87,3.98,4.07
2023Q3,CENTRO RESIDENCES,20,4.59,4.82,5.11
2023Q3,CHANGI COURT,16,3.46,3.67,3.92
2023Q3,CHANGI GREEN,16,2.96,3.6,3.7
2023Q3,CHANGI RISE CONDOMINIUM,18,3.36,3.57,3.67
2023Q3,CHARLESTON,10,4.77,4.9,4.98
2023Q3,CHILTERN PARK,19,3.37,3.63,3.85
2023Q3,CHUAN PARK,19,2.56,2.98,3.28
2023Q3,CITY GATE,7,4.76,6.45,7.3
2023Q3,CITY SQUARE RESIDENCES,8,4.85,5.17,5.85
2023Q3,CITYLIGHTS,8,5.28,6.05,6.34
2023Q3,CITYSCAPE @FARRER PARK,8,4.06,4.21,4.37
2023Q3,CLEMENTI PARK,21,2.82,3.27,3.69
2023Q3,CLEMENTIWOODS CONDOMINIUM,5,4.16,4.61,4.88
2023Q3,CLIVEDEN AT GRANGE,10,5.67,5.81,5.91
2023Q3,CLOVER BY THE PARK,20,4.26,4.38,4.6
2023Q3,COCO PALMS,18,4.59,5.04,5.44
2023Q3,COMMONWEALTH TOWERS,3,7.09,7.84,8.17
2023Q3,COMPASS HEIGHTS,19,3.51,3.6,4.2
2023Q3,CONCOURSE SKYLINE,7,5.73,6.04,6.2
2023Q3,CORALS AT KEPPEL BAY,4,6.21,6.49,6.86
2023Q3,COSTA DEL SOL,16,4.41,4.56,4.75
2023Q3,COSTA RHU,15,3.94,4.13,4.45
2023Q3,COTE D'AZUR,15,4.33,4.53,4.76
2023Q3,CRADELS,12,5.51,6.57,6.91
2023Q3,CRAIG PLACE,2,6.34,6.61,7.01
2023Q3,CUBE 8,11,4.78,4.98,5.9
2023Q3,CUSCADEN RESIDENCES,10,5.59,5.73,5.87
2023Q3,CYAN,10,5.28,5.69,5.97
2023Q3,D'LEEDON,10,5.26,5.57,6.05
2023Q3,D'NEST,18,4.38,4.8,5.78
2023Q3,D'WEAVE,14,4.82,6.28,6.65
2023Q3,DAHLIA PARK CONDOMINIUM,17,2.83,3.23,3.42
2023Q3,DAKOTA RESIDENCES,14,4.65,5.08,5.34
2023Q3,DEVONSHIRE RESIDENCES,9,7.27,7.67,8.71
2023Q3,DOMUS,12,4.87,5.13,6.49
2023Q3,DOUBLE BAY RESIDENCES,18,3.96,4.11,4.33
2023Q3,DOVER PARKVIEW,5,4.22,4.4,4.59
2023Q3,DRAYCOTT EIGHT,10,5.5,6.48,6.97
2023Q3,DUCHESS CREST,10,4.53,4.77,5.1
2023Q3,DUO RESIDENCES,7,7.13,7.74,8.22
2023Q3,E MAISON,13,4.25,4.73,4.85
2023Q3,EAST MEADOWS,16,3.48,3.72,3.95
2023Q3,EASTERN LAGOON,15,3.57,4.13,4.43
2023Q3,EASTPOINT GREEN,18,3.45,3.65,3.92
2023Q3,ECHELON,3,6.7,7.22,7.72
2023Q3,ECO,16,4.84,5.16,5.57
2023Q3,ECO SANCTUARY,23,5.04,5.24,5.37
2023Q3,EDELWEISS PARK CONDOMINIUM,17,3.06,3.51,3.65
2023Q3,EIGHT COURTYARDS,27,3.6,3.86,4.18
2023Q3,EIGHT RIVERSUITES,12,5.15,5.51,7.05
2023Q3,ELIAS GREEN,18,2.82,2.98,3.08
2023Q3,EMERALD GARDEN,1,4.74,5.21,5.59
2023Q3,EMERALD PARK,3,4.43,4.52,4.65
2023Q3,EON SHENTON,2,7.93,8.22,8.36
2023Q3,ESPADA,9,6.86,7.26,8.73
2023Q3,ESTELLA GARDENS,17,3.11,3.57,3.92
2023Q3,EUHABITAT,14,3.98,5.38,5.75
2023Q3,EURO-ASIA PARK,13,3.09,3.82,4.24
2023Q3,EVERGREEN PARK,19,3.48,3.56,3.73
2023Q3,FABER CREST,5,3.55,3.84,4.14
2023Q3,FERNWOOD TOWERS,15,2.57,2.93,3.53
2023Q3,FERRARIA PARK CONDOMINIUM,17,3.35,3.66,3.99
2023Q3,FLAMINGO VALLEY,15,4.05,4.65,5.15
2023Q3,FLO RESIDENCE,19,4.41,4.65,4.84
2023Q3,FLORIDIAN,21,5.09,5.28,5.68
2023Q3,FORESQUE RESIDENCES,23,4.24,4.65,5.05
2023Q3,FOREST WOODS,19,5.51,5.79,6.24
2023Q3,FORTE SUITES,8,5.67,6.06,6.8
2023Q3,FOUR SEASONS PARK,10,5.31,5.74,5.99
2023Q3,FOURTH AVENUE RESIDENCES,10,7.1,7.36,7.71
2023Q3,FULCRUM,15,5.0,5.14,5.75
2023Q3,GALLOP GABLES,10,4.44,4.76,4.9
2023Q3,GARDENVISTA,21,4.69,5.08,5.49
2023Q3,GEM RESIDENCES,12,5.8,6.44,6.9
2023Q3,GILSTEAD TWO,11,5.78,6.06,6.39
2023Q3,GLENDALE PARK,23,3.36,3.64,4.04
2023Q3,GOLDENHILL PARK CONDOMINIUM,20,4.25,4.5,4.67
2023Q3,GOODWOOD RESIDENCE,10,6.15,6.68,7.19
2023Q3,GRAMERCY PARK,10,5.98,6.79,7.0
2023Q3,GRANDEUR 8,20,3.47,3.67,3.86
2023Q3,GRANDEUR PARK RESIDENCES,16,6.09,6.39,7.12
2023Q3,GRANGE HEIGHTS,9,3.23,3.59,4.27
2023Q3,GUILIN VIEW,23,3.49,4.01,4.27
2023Q3,GUILLEMARD EDGE,14,5.9,6.3,6.69
2023Q3,GUILLEMARD SUITES,14,5.78,6.17,6.49
2023Q3,H2O RESIDENCES,28,3.64,4.04,4.38
2023Q3,HAIG 162,15,6.26,7.04,7.65
2023Q3,HAIG COURT,15,3.41,3.81,4.22
2023Q3,HARBOUR VIEW TOWERS,4,4.06,4.26,4.72
2023Q3,HARBOURLIGHTS,4,4.7,4.81,4.95
2023Q3,HAUS ON HANDY,9,8.07,8.4,8.91
2023Q3,HAZEL PARK CONDOMINIUM,23,3.09,3.3,3.42
2023Q3,HEDGES PARK CONDOMINIUM,17,3.85,4.02,4.37
2023Q3,HELIOS RESIDENCES,9,5.48,5.94,6.13
2023Q3,HERITAGE VIEW,5,4.72,5.07,5.37
2023Q3,HIGH PARK RESIDENCES,28,4.59,5.14,5.94
2023Q3,HIGHLINE RESIDENCES,3,7.36,8.0,8.5
2023Q3,HILLBROOKS,23,3.1,3.55,3.92
2023Q3,HILLCREST ARCADIA,11,3.45,3.73,4.05
2023Q3,HILLINGTON GREEN,23,3.43,3.73,3.88
2023Q3,HILLION RESIDENCES,23,5.49,5.94,6.52
2023Q3,HILLSTA,23,4.06,4.51,5.1
2023Q3,HILLVIEW GREEN,21,3.34,3.55,3.9
2023Q3,HILLVIEW HEIGHTS,23,3.24,3.46,3.89
2023Q3,HILLVIEW REGENCY,23,3.93,4.02,4.11
2023Q3,HORIZON TOWERS,9,3.38,3.74,3.94
2023Q3,HUME PARK I,21,3.08,3.32,3.68
2023Q3,HUME PARK II,21,3.07,3.26,3.52
2023Q3,HUNDRED TREES,5,4.71,5.03,5.35
2023Q3,ICON,2,6.43,6.83,7.37
2023Q3,IDYLLIC SUITES,14,5.77,6.31,6.54
2023Q3,IMPERIAL HEIGHTS,15,4.15,5.41,5.76
2023Q3,INTERNATIONAL PLAZA,2,4.29,4.49,5.06
2023Q3,J GATEWAY,22,6.36,6.72,7.36
2023Q3,JADE RESIDENCES,19,4.45,5.18,5.71
2023Q3,JADESCAPE,20,6.23,6.54,7.2
2023Q3,JARDIN,21,4.37,4.51,5.08
2023Q3,JERVOIS LODGE,10,4.02,4.54,4.77
2023Q3,JEWEL @ BUANGKOK,19,4.79,5.02,5.34
2023Q3,KALLANG RIVERSIDE,12,6.05,6.19,6.47
2023Q3,KAP RESIDENCES,21,4.94,5.81,6.13
2023Q3,KATONG REGENCY,15,5.15,5.99,6.63
2023Q3,KENSINGTON PARK CONDOMINIUM,19,2.65,2.89,3.04
2023Q3,KENSINGTON SQUARE,19,4.52,5.08,5.97
2023Q3,KENT RIDGE HILL RESIDENCES,5,6.06,6.57,7.37
2023Q3,KERRISDALE,8,4.21,4.47,4.73
2023Q3,KIM SIA COURT,9,3.33,3.65,3.86
2023Q3,KINGSFORD . HILLVIEW PEAK,23,4.71,5.3,5.81
2023Q3,KINGSFORD WATERBAY,19,4.7,5.07,5.47
2023Q3,KOVAN MELODY,19,4.03,4.19,4.49
2023Q3,KOVAN REGENCY,19,4.92,5.22,5.84
2023Q3,KOVAN RESIDENCES,19,4.0,4.18,4.37
2023Q3,KUM HING COURT,10,2.77,2.95,3.08
2023Q3,L'VIV,11,5.64,5.94,6.36
2023Q3,LA BRISA,14,5.48,5.89,6.44
2023Q3,LA FIESTA,19,4.65,4.91,5.18
2023Q3,LA SUISSE,11,3.2,3.79,3.93
2023Q3,LAKE GRANDE,22,5.87,6.37,6.91
2023Q3,LAKEHOLMZ,22,3.36,3.87,4.24
2023Q3,LAKEPOINT CONDOMINIUM,22,2.08,2.39,2.98
2023Q3,LAKEVILLE,22,5.51,5.89,6.29
2023Q3,LATITUDE,10,5.66,6.07,6.31
2023Q3,LE CRESCENDO,14,4.05,4.22,4.37
2023Q3,LE QUEST,23,5.65,5.91,6.26
2023Q3,LEEDON RESIDENCE,10,6.32,6.51,7.27
2023Q3,LEONIE CONDOTEL,9,4.17,4.37,4.56
2023Q3,LEONIE GARDENS,9,3.54,4.13,4.41
2023Q3,LEONIE SUITES,9,5.53,5.83,6.04
2023Q3,LEONIE TOWERS,9,2.92,3.45,3.54
2023Q3,LINCOLN SUITES,11,5.13,6.86,7.27
2023Q3,LIVIA,18,3.53,3.77,3.93
2023Q3,LOFT @ NATHAN,10,6.1,6.97,7.76
2023Q3,LOTUS AT PAYA LEBAR (EAST WING),14,4.34,5.94,7.66
2023Q3,LOYANG VALLEY,17,2.36,2.64,2.69
2023Q3,LUCIDA,11,4.29,4.52,5.34
2023Q3,LUCKY PLAZA APARTMENTS,9,4.52,4.71,5.3
2023Q3,LUMIERE,2,6.14,6.34,6.97
2023Q3,MANDARIN GARDENS,15,3.25,3.82,4.13
2023Q3,MAPLE WOODS,21,4.03,4.37,4.66
2023Q3,MARGARET VILLE,3,7.0,7.15,8.18
2023Q3,MARINA BAY RESIDENCES,1,7.04,7.49,7.98
2023Q3,MARINA BAY SUITES,1,5.89,6.24,6.7
2023Q3,MARINA COLLECTION,4,4.95,5.34,5.84
2023Q3,MARINA ONE RESIDENCES,1,6.87,7.21,7.61
2023Q3,MARINE BLUE,15,5.77,6.04,6.26
2023Q3,MARTIN MODERN,9,8.17,8.6,8.86
2023Q3,MARTIN PLACE RESIDENCES,9,5.92,6.58,6.82
2023Q3,MAYFAIR GARDENS,21,5.97,6.23,6.76
2023Q3,MAYFAIR MODERN,21,6.19,6.53,7.09
2023Q3,MAYSPRINGS,23,3.32,4.15,4.2
2023Q3,MEADOWS @ PEIRCE,26,2.81,3.48,3.8
2023Q3,MELROSE PARK,10,5.17,5.31,5.57
2023Q3,MELVILLE PARK,18,3.42,3.65,3.91
2023Q3,MERAPRIME,3,5.73,5.99,6.37
2023Q3,MERAWOODS,23,3.0,3.3,3.48
2023Q3,MI CASA,23,3.15,3.32,3.42
2023Q3,MIDTOWN RESIDENCES,19,5.33,5.57,6.19
2023Q3,MIRAGE TOWER,9,4.68,4.89,5.56
2023Q3,MONTEREY PARK CONDOMINIUM,5,3.67,3.8,4.2
2023Q3,MY MANHATTAN,18,4.65,5.72,6.07
2023Q3,NASSIM REGENCY,10,5.64,5.84,6.2
2023Q3,NATHAN RESIDENCES,10,5.81,6.08,6.42
2023Q3,NATURA@HILLVIEW,23,5.42,5.69,6.08
2023Q3,NEEM TREE,12,5.82,5.93,6.64
2023Q3,NEPTUNE COURT,15,2.8,3.23,3.4
2023Q3,NEWEST,5,2.87,5.12,5.7
2023Q3,NEWTON EDGE,9,5.21,5.62,6.31
2023Q3,NEWTON GEMS,11,4.76,5.27,5.46
2023Q3,NEWTON SUITES,11,5.82,6.09,6.24
2023Q3,NIN RESIDENCE,13,4.54,5.06,5.5
2023Q3,NINE RESIDENCES,27,4.31,4.9,5.1
2023Q3,NINETEEN SHELFORD ROAD,11,4.45,4.72,5.04
2023Q3,NORMANTON PARK,5,6.4,6.65,6.96
2023Q3,NORTH PARK RESIDENCES,27,5.28,5.72,6.16
2023Q3,NORTHVALE,23,3.15,3.37,3.68
2023Q3,NOTTINGHILL SUITES,21,5.65,6.54,6.9
2023Q3,NOVENA REGENCY,11,5.87,6.26,6.54
2023Q3,NOVENA SUITES,11,5.37,5.69,5.97
2023Q3,NV RESIDENCES,18,3.97,4.24,4.67
2023Q3,OASIS @ ELIAS,18,3.36,3.47,3.71
2023Q3,OCEAN PARK,15,3.32,3.48,3.7
2023Q3,OKIO,12,6.08,6.41,7.26
2023Q3,OLEANAS RESIDENCE,9,4.06,4.73,5.05
2023Q3,OLEANDER TOWERS,12,3.5,3.72,4.15
2023Q3,ONE AMBER,15,4.5,4.71,5.4
2023Q3,ONE BALMORAL,10,5.96,6.01,6.53
2023Q3,ONE DEVONSHIRE,9,6.25,6.59,7.12
2023Q3,ONE DUSUN RESIDENCES,12,5.51,6.57,6.95
2023Q3,ONE JERVOIS,10,4.69,5.05,5.58
2023Q3,ONE LEICESTER,13,3.62,4.14,4.3
2023Q3,ONE MEYER,15,6.97,7.17,7.42
2023Q3,ONE OXLEY RISE,9,5.34,5.63,6.05
2023Q3,ONE SHENTON,1,5.72,6.31,7.86
2023Q3,ONE ST MICHAEL'S,12,3.96,4.19,4.26
2023Q3,ONE-NORTH RESIDENCES,5,4.7,5.31,5.99
2023Q3,ONZE @ TANJONG PAGAR,2,5.11,6.88,7.31
2023Q3,OPTIMA @ TANAH MERAH,16,4.37,4.59,4.94
2023Q3,ORCHARD SCOTTS,9,4.69,5.21,5.53
2023Q3,ORCHID PARK CONDOMINIUM,27,3.07,3.29,3.6
2023Q3,OUE TWIN PEAKS,9,7.83,8.2,8.56
2023Q3,PALM GARDENS,23,3.03,3.23,3.32
2023Q3,PALM ISLES,17,4.23,4.91,5.48
2023Q3,PALM SPRING,10,3.9,4.03,4.62
2023Q3,PANDAN VALLEY,21,2.85,3.0,3.26
2023Q3,PARC BOTANNIA,28,5.51,5.57,6.28
2023Q3,PARC CENTROS,19,3.92,4.56,6.06
2023Q3,PARC ELEGANCE,15,6.1,6.43,6.66
2023Q3,PARC EMILY,9,5.13,5.44,6.07
2023Q3,PARC ESTA,14,7.15,7.87,8.58
2023Q3,PARC HAVEN,12,3.89,4.15,4.43
2023Q3,PARC IMPERIAL,5,7.29,7.53,7.85
2023Q3,PARC OASIS,22,3.36,3.82,3.99
2023Q3,PARC OLYMPIA,17,4.12,4.68,5.5
2023Q3,PARC PALAIS,21,3.37,3.52,3.73
2023Q3,PARC RIVIERA,5,5.77,6.19,6.65
2023Q3,PARC ROSEWOOD,25,5.05,5.68,6.04
2023Q3,PARC SOPHIA,9,5.75,6.01,6.46
2023Q3,PARC VERA,19,3.88,4.16,4.4
2023Q3,PARC VISTA,22,3.23,3.62,3.79
2023Q3,PARK COLONIAL,13,6.78,7.35,7.66
2023Q3,PARK INFINIA AT WEE NAM,11,5.68,5.84,6.25
2023Q3,PARK NATURA,23,3.19,3.31,3.86
2023Q3,PARK PLACE RESIDENCES AT PLQ,14,7.11,7.64,8.26
2023Q3,PARKSHORE,15,3.79,3.96,4.34
2023Q3,PARKSUITES,10,6.36,6.62,7.08
2023Q3,PARKVIEW APARTMENTS,23,3.17,3.44,3.92
2023Q3,PARVIS,10,5.59,5.88,6.46
2023Q3,PATERSON RESIDENCE,9,5.62,5.86,5.93
2023Q3,PAVILION 11,11,4.44,4.58,4.76
2023Q3,PEBBLE BAY,15,4.14,4.5,4.78
2023Q3,PEOPLE'S PARK COMPLEX,1,4.7,4.96,6.11
2023Q3,PETIT JERVOIS,10,7.51,7.81,8.86
2023Q3,PINNACLE 16,12,5.49,5.71,5.9
2023Q3,POLLEN & BLEU,10,5.35,5.65,6.0
2023Q3,PRESTIGE HEIGHTS,12,6.95,7.41,7.9
2023Q3,PRINCIPAL GARDEN,3,6.49,6.9,7.79
2023Q3,Q BAY RESIDENCES,18,3.76,4.22,4.65
2023Q3,QUEENS,3,4.9,5.07,5.39
2023Q3,QUEENS PEAK,3,7.04,7.97,8.74
2023Q3,REFLECTIONS AT KEPPEL BAY,4,5.36,5.64,5.99
2023Q3,REGENCY PARK,10,3.68,4.19,4.52
2023Q3,REGENT GROVE,23,3.34,3.54,3.65
2023Q3,REGENT HEIGHTS,23,3.54,3.72,3.89
2023Q3,REGENT PARK,5,3.94,4.37,4.77
2023Q3,REGENT RESIDENCES,12,4.95,5.26,7.21
2023Q3,REGENTVILLE,19,3.47,3.65,3.89
2023Q3,RESIDENCES @ EVELYN,11,4.73,4.99,5.44
2023Q3,REZI 26,14,4.44,5.5,6.31
2023Q3,RICHMOND PARK,9,5.1,5.29,6.0
2023Q3,RIDGEWOOD,10,2.97,3.36,3.63
2023Q3,RIO VISTA,19,3.26,3.34,3.53
2023Q3,RIPPLE BAY,18,4.08,4.45,5.1
2023Q3,RIS GRANDEUR,18,3.0,3.17,3.3
